Vuln ID|Summary|Published Date|CVSS Severity|Link
CVE-2024-26642|"In the Linux kernel, the following vulnerability has been resolved:

netfilter: nf_tables: disallow anonymous set with timeout flag

Anonymous sets are never used with timeout from userspace, reject this.
Exception to this rule is NFT_SET_EVAL to ensure legacy meters still work."|March 21, 2024; 7:15:28 AM -0400|V3.x:(not available) V2.0:(not available)  (None)|https://nvd.nist.gov/vuln/detail/CVE-2024-26642
CVE-2024-26643|"In the Linux kernel, the following vulnerability has been resolved:

netfilter: nf_tables: mark set as dead when unbinding anonymous set with timeout

While the rhashtable set gc runs asynchronously, a race allows it to
collect elements from anonymous sets with timeouts while it is being
released from the commit path.

Mingi Cho originally reported this issue in a different path in 6.1.x
with a pipapo set with low timeouts which is not possible upstream since
7395dfacfff6 (""netfilter: nf_tables: use timestamp to check for set
element timeout"").

Fix this by setting on the dead flag for anonymous sets to skip async gc
in this case.

According to 08e4c8c5919f (""netfilter: nf_tables: mark newset as dead on
transaction abort""), Florian plans to accelerate abort path by releasing
objects via workqueue, therefore, this sets on the dead flag for abort
path too."|March 21, 2024; 7:15:28 AM -0400|V3.x:(not available) V2.0:(not available)  (None)|https://nvd.nist.gov/vuln/detail/CVE-2024-26643
CVE-2024-26644|In the Linux kernel, the following vulnerability has been resolved:btrfs: don't abort filesystem when attempting to snapshot deleted subvolumeIf the source file descriptor to the snapshot ioctl refers to a deletedsubvolume, we get the following abort:  BTRFS: Transaction aborted (error -2)  WARNING: CPU: 0 PID: 833 at fs/btrfs/transaction.c:1875 create_pending_snapshot+0x1040/0x1190 [btrfs]  Modules linked in: pata_acpi btrfs ata_piix libata scsi_mod virtio_net blake2b_generic xor net_failover virtio_rng failover scsi_common rng_core raid6_pq libcrc32c  CPU: 0 PID: 833 Comm: t_snapshot_dele Not tainted 6.7.0-rc6 #2  Hardware name: QEMU Standard PC (i440FX + PIIX, 1996), BIOS 1.16.3-1.fc39 04/01/2014  RIP: 0010:create_pending_snapshot+0x1040/0x1190 [btrfs]  RSP: 0018:ffffa09c01337af8 EFLAGS: 00010282  RAX: 0000000000000000 RBX: ffff9982053e7c78 RCX: 0000000000000027  RDX: ffff99827dc20848 RSI: 0000000000000001 RDI: ffff99827dc20840  RBP: ffffa09c01337c00 R08: 0000000000000000 R09: ffffa09c01337998  R10: 0000000000000003 R11: ffffffffb96da248 R12: fffffffffffffffe  R13: ffff99820535bb28 R14: ffff99820b7bd000 R15: ffff99820381ea80  FS:  00007fe20aadabc0(0000) GS:ffff99827dc00000(0000) knlGS:0000000000000000  CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033  CR2: 0000559a120b502f CR3: 00000000055b6000 CR4: 00000000000006f0  Call Trace:   <TASK>   ? create_pending_snapshot+0x1040/0x1190 [btrfs]   ? __warn+0x81/0x130   ? create_pending_snapshot+0x1040/0x1190 [btrfs]   ? report_bug+0x171/0x1a0   ? handle_bug+0x3a/0x70   ? exc_invalid_op+0x17/0x70   ? asm_exc_invalid_op+0x1a/0x20   ? create_pending_snapshot+0x1040/0x1190 [btrfs]   ? create_pending_snapshot+0x1040/0x1190 [btrfs]   create_pending_snapshots+0x92/0xc0 [btrfs]   btrfs_commit_transaction+0x66b/0xf40 [btrfs]   btrfs_mksubvol+0x301/0x4d0 [btrfs]   btrfs_mksnapshot+0x80/0xb0 [btrfs]   __btrfs_ioctl_snap_create+0x1c2/0x1d0 [btrfs]   btrfs_ioctl_snap_create_v2+0xc4/0x150 [btrfs]   btrfs_ioctl+0x8a6/0x2650 [btrfs]   ? kmem_cache_free+0x22/0x340   ? do_sys_openat2+0x97/0xe0   __x64_sys_ioctl+0x97/0xd0   do_syscall_64+0x46/0xf0   entry_SYSCALL_64_after_hwframe+0x6e/0x76  RIP: 0033:0x7fe20abe83af  RSP: 002b:00007ffe6eff1360 EFLAGS: 00000246 ORIG_RAX: 0000000000000010  RAX: ffffffffffffffda RBX: 0000000000000004 RCX: 00007fe20abe83af  RDX: 00007ffe6eff23c0 RSI: 0000000050009417 RDI: 0000000000000003  RBP: 0000000000000003 R08: 0000000000000000 R09: 00007fe20ad16cd0  R10: 0000000000000000 R11: 0000000000000246 R12: 0000000000000000  R13: 00007ffe6eff13c0 R14: 00007fe20ad45000 R15: 0000559a120b6d58   </TASK>  ---[ end trace 0000000000000000 ]---  BTRFS: error (device vdc: state A) in create_pending_snapshot:1875: errno=-2 No such entry  BTRFS info (device vdc: state EA): forced readonly  BTRFS warning (device vdc: state EA): Skipping commit of aborted transaction.  BTRFS: error (device vdc: state EA) in cleanup_transaction:2055: errno=-2 No such entryThis happens because create_pending_snapshot() initializes the new rootitem as a copy of the source root item. This includes the refs field,which is 0 for a deleted subvolume. The call to btrfs_insert_root()therefore inserts a root with refs == 0. btrfs_get_new_fs_root() thenfinds the root and returns -ENOENT if refs == 0, which causescreate_pending_snapshot() to abort.Fix it by checking the source root's refs before attempting thesnapshot, but after locking subvol_sem to avoid racing with deletion.|March 26, 2024; 12:15:12 PM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26644
CVE-2024-26645|"In the Linux kernel, the following vulnerability has been resolved:tracing: Ensure visibility when inserting an element into tracing_mapRunning the following two commands in parallel on a multi-processorAArch64 machine can sporadically produce an unexpected warning aboutduplicate histogram entries: $ while true; do     echo hist:key=id.syscall:val=hitcount > \       /sys/kernel/debug/tracing/events/raw_syscalls/sys_enter/trigger     cat /sys/kernel/debug/tracing/events/raw_syscalls/sys_enter/hist     sleep 0.001   done $ stress-ng --sysbadaddr $(nproc)The warning looks as follows:[ 2911.172474] ------------[ cut here ]------------[ 2911.173111] Duplicates detected: 1[ 2911.173574] WARNING: CPU: 2 PID: 12247 at kernel/trace/tracing_map.c:983 tracing_map_sort_entries+0x3e0/0x408[ 2911.174702] Modules linked in: iscsi_ibft(E) iscsi_boot_sysfs(E) rfkill(E) af_packet(E) nls_iso8859_1(E) nls_cp437(E) vfat(E) fat(E) ena(E) tiny_power_button(E) qemu_fw_cfg(E) button(E) fuse(E) efi_pstore(E) ip_tables(E) x_tables(E) xfs(E) libcrc32c(E) aes_ce_blk(E) aes_ce_cipher(E) crct10dif_ce(E) polyval_ce(E) polyval_generic(E) ghash_ce(E) gf128mul(E) sm4_ce_gcm(E) sm4_ce_ccm(E) sm4_ce(E) sm4_ce_cipher(E) sm4(E) sm3_ce(E) sm3(E) sha3_ce(E) sha512_ce(E) sha512_arm64(E) sha2_ce(E) sha256_arm64(E) nvme(E) sha1_ce(E) nvme_core(E) nvme_auth(E) t10_pi(E) sg(E) scsi_mod(E) scsi_common(E) efivarfs(E)[ 2911.174738] Unloaded tainted modules: cppc_cpufreq(E):1[ 2911.180985] CPU: 2 PID: 12247 Comm: cat Kdump: loaded Tainted: G            E      6.7.0-default #2 1b58bbb22c97e4399dc09f92d309344f69c44a01[ 2911.182398] Hardware name: Amazon EC2 c7g.8xlarge/, BIOS 1.0 11/1/2018[ 2911.183208] pstate: 61400005 (nZCv daif +PAN -UAO -TCO +DIT -SSBS BTYPE=--)[ 2911.184038] pc : tracing_map_sort_entries+0x3e0/0x408[ 2911.184667] lr : tracing_map_sort_entries+0x3e0/0x408[ 2911.185310] sp : ffff8000a1513900[ 2911.185750] x29: ffff8000a1513900 x28: ffff0003f272fe80 x27: 0000000000000001[ 2911.186600] x26: ffff0003f272fe80 x25: 0000000000000030 x24: 0000000000000008[ 2911.187458] x23: ffff0003c5788000 x22: ffff0003c16710c8 x21: ffff80008017f180[ 2911.188310] x20: ffff80008017f000 x19: ffff80008017f180 x18: ffffffffffffffff[ 2911.189160] x17: 0000000000000000 x16: 0000000000000000 x15: ffff8000a15134b8[ 2911.190015] x14: 0000000000000000 x13: 205d373432323154 x12: 5b5d313131333731[ 2911.190844] x11: 00000000fffeffff x10: 00000000fffeffff x9 : ffffd1b78274a13c[ 2911.191716] x8 : 000000000017ffe8 x7 : c0000000fffeffff x6 : 000000000057ffa8[ 2911.192554] x5 : ffff0012f6c24ec0 x4 : 0000000000000000 x3 : ffff2e5b72b5d000[ 2911.193404] x2 : 0000000000000000 x1 : 0000000000000000 x0 : ffff0003ff254480[ 2911.194259] Call trace:[ 2911.194626]  tracing_map_sort_entries+0x3e0/0x408[ 2911.195220]  hist_show+0x124/0x800[ 2911.195692]  seq_read_iter+0x1d4/0x4e8[ 2911.196193]  seq_read+0xe8/0x138[ 2911.196638]  vfs_read+0xc8/0x300[ 2911.197078]  ksys_read+0x70/0x108[ 2911.197534]  __arm64_sys_read+0x24/0x38[ 2911.198046]  invoke_syscall+0x78/0x108[ 2911.198553]  el0_svc_common.constprop.0+0xd0/0xf8[ 2911.199157]  do_el0_svc+0x28/0x40[ 2911.199613]  el0_svc+0x40/0x178[ 2911.200048]  el0t_64_sync_handler+0x13c/0x158[ 2911.200621]  el0t_64_sync+0x1a8/0x1b0[ 2911.201115] ---[ end trace 0000000000000000 ]---The problem appears to be caused by CPU reordering of writes issued from__tracing_map_insert().The check for the presence of an element with a given key in thisfunction is: val = READ_ONCE(entry->val); if (val && keys_match(key, val->key, map->key_size)) ...The write of a new entry is: elt = get_free_elt(map); memcpy(elt->key, key, map->key_size); entry->val = elt;The ""memcpy(elt->key, key, map->key_size);"" and ""entry->val = elt;""stores may become visible in the reversed order on another CPU. Thissecond CPU might then incorrectly determine that a new key doesn't matchan already present val->key and subse---truncated---"|March 26, 2024; 12:15:12 PM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26645
CVE-2024-26646|"In the Linux kernel, the following vulnerability has been resolved:thermal: intel: hfi: Add syscore callbacks for system-wide PMThe kernel allocates a memory buffer and provides its location to thehardware, which uses it to update the HFI table. This allocation occursduring boot and remains constant throughout runtime.When resuming from hibernation, the restore kernel allocates a secondmemory buffer and reprograms the HFI hardware with the new location aspart of a normal boot. The location of the second memory buffer maydiffer from the one allocated by the image kernel.When the restore kernel transfers control to the image kernel, its HFIbuffer becomes invalid, potentially leading to memory corruption if thehardware writes to it (the hardware continues to use the buffer from therestore kernel).It is also possible that the hardware ""forgets"" the address of the memorybuffer when resuming from ""deep"" suspend. Memory corruption may also occurin such a scenario.To prevent the described memory corruption, disable HFI when preparing tosuspend or hibernate. Enable it when resuming.Add syscore callbacks to handle the package of the boot CPU (packages ofnon-boot CPUs are handled via CPU offline). Syscore ops always run on theboot CPU. Additionally, HFI only needs to be disabled during ""deep"" suspendand hibernation. Syscore ops only run in these cases.[ rjw: Comment adjustment, subject and changelog edits ]"|March 26, 2024; 2:15:09 PM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26646
CVE-2024-26647|In the Linux kernel, the following vulnerability has been resolved:drm/amd/display: Fix late derefrence 'dsc' check in 'link_set_dsc_pps_packet()'In link_set_dsc_pps_packet(), 'struct display_stream_compressor *dsc'was dereferenced in a DC_LOGGER_INIT(dsc->ctx->logger); before the 'dsc'NULL pointer check.Fixes the below:drivers/gpu/drm/amd/amdgpu/../display/dc/link/link_dpms.c:905 link_set_dsc_pps_packet() warn: variable dereferenced before check 'dsc' (see line 903)|March 26, 2024; 2:15:10 PM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26647
CVE-2024-26648|In the Linux kernel, the following vulnerability has been resolved:drm/amd/display: Fix variable deferencing before NULL check in edp_setup_replay()In edp_setup_replay(), 'struct dc *dc' & 'struct dmub_replay *replay'was dereferenced before the pointer 'link' & 'replay' NULL check.Fixes the below:drivers/gpu/drm/amd/amdgpu/../display/dc/link/protocols/link_edp_panel_control.c:947 edp_setup_replay() warn: variable dereferenced before check 'link' (see line 933)|March 26, 2024; 2:15:10 PM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26648
CVE-2024-26649|In the Linux kernel, the following vulnerability has been resolved:drm/amdgpu: Fix the null pointer when load rlc firmwareIf the RLC firmware is invalid because of wrong header size,the pointer to the rlc firmware is released in functionamdgpu_ucode_request. There will be a null pointer errorin subsequent use. So skip validation to fix it.|March 26, 2024; 2:15:10 PM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26649
CVE-2024-26650|In the Linux kernel, the following vulnerability has been resolved:platform/x86: p2sb: Allow p2sb_bar() calls during PCI device probep2sb_bar() unhides P2SB device to get resources from the device. Itguards the operation by locking pci_rescan_remove_lock so that parallelrescans do not find the P2SB device. However, this lock causes deadlockwhen PCI bus rescan is triggered by /sys/bus/pci/rescan. The rescanlocks pci_rescan_remove_lock and probes PCI devices. When PCI devicescall p2sb_bar() during probe, it locks pci_rescan_remove_lock again.Hence the deadlock.To avoid the deadlock, do not lock pci_rescan_remove_lock in p2sb_bar().Instead, do the lock at fs_initcall. Introduce p2sb_cache_resources()for fs_initcall which gets and caches the P2SB resources. At p2sb_bar(),refer the cache and return to the caller.Before operating the device at P2SB DEVFN for resource cache, checkthat its device class is PCI_CLASS_MEMORY_OTHER 0x0580 that PCHspecifications define. This avoids unexpected operation to other devicesat the same DEVFN.Tested-by Klara Modin <klarasmodin@gmail.com>|March 26, 2024; 2:15:10 PM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26650
CVE-2024-26651|In the Linux kernel, the following vulnerability has been resolved:sr9800: Add check for usbnet_get_endpointsAdd check for usbnet_get_endpoints() and return the error if it failsin order to transfer the error.|March 27, 2024; 10:15:10 AM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26651
CVE-2024-26652|In the Linux kernel, the following vulnerability has been resolved:net: pds_core: Fix possible double free in error handling pathWhen auxiliary_device_add() returns error and then callsauxiliary_device_uninit(), Callback function pdsc_auxbus_dev_releasecalls kfree(padev) to free memory. We shouldn't call kfree(padev)again in the error handling path.Fix this by cleaning up the redundant kfree() and puttingthe error handling back to where the errors happened.|March 27, 2024; 10:15:10 AM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26652
CVE-2024-26653|In the Linux kernel, the following vulnerability has been resolved:usb: misc: ljca: Fix double free in error handling pathWhen auxiliary_device_add() returns error and then callsauxiliary_device_uninit(), callback function ljca_auxdev_releasecalls kfree(auxdev->dev.platform_data) to free the parameter dataof the function ljca_new_client_device. The callers ofljca_new_client_device shouldn't call kfree() againin the error handling path to free the platform data.Fix this by cleaning up the redundant kfree() in all callers andadding kfree() the passed in platform_data on errors which happenbefore auxiliary_device_init() succeeds .|April 01, 2024; 5:15:51 AM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26653
CVE-2024-26654|"In the Linux kernel, the following vulnerability has been resolved:ALSA: sh: aica: reorder cleanup operations to avoid UAF bugsThe dreamcastcard->timer could schedule the spu_dma_work and thespu_dma_work could also arm the dreamcastcard->timer.When the snd_pcm_substream is closing, the aica_channel will bedeallocated. But it could still be dereferenced in the workerthread. The reason is that del_timer() will return directlyregardless of whether the timer handler is running or not andthe worker could be rescheduled in the timer handler. As a result,the UAF bug will happen. The racy situation is shown below:      (Thread 1)                 |      (Thread 2)snd_aicapcm_pcm_close()          | ...                             |  run_spu_dma() //worker                                 |    mod_timer()  flush_work()                   |  del_timer()                    |  aica_period_elapsed() //timer  kfree(dreamcastcard->channel)  |    schedule_work()                                 |  run_spu_dma() //worker  ...                            |    dreamcastcard->channel-> //USEIn order to mitigate this bug and other possible corner cases,call mod_timer() conditionally in run_spu_dma(), then implementPCM sync_stop op to cancel both the timer and worker. The sync_stopop will be called from PCM core appropriately when needed."|April 01, 2024; 5:15:51 AM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26654
CVE-2024-26655|In the Linux kernel, the following vulnerability has been resolved:Fix memory leak in posix_clock_open()If the clk ops.open() function returns an error, we don't release thepccontext we allocated for this clock.Re-organize the code slightly to make it all more obvious.|April 01, 2024; 11:15:49 AM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26655
CVE-2024-2667|The InstaWP Connect – 1-click WP Staging & Migration plugin for WordPress is vulnerable to arbitrary file uploads due to  insufficient file validation in the /wp-json/instawp-connect/v1/config REST API endpoint in all versions up to, and including, 0.1.0.22. This makes it possible for unauthenticated attackers to upload arbitrary files.|May 02, 2024; 1:15:18 PM -0400|"V3.1: 9.8 CRITICAL


V2.0:(not available) (https://nvd.nist.gov/vuln-metrics/cvss/v3-calculator?name=CVE-2024-2667&vector=AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H&version=3.1&source=Wordfence)"|https://nvd.nist.gov/vuln/detail/CVE-2024-2667
CVE-2024-26671|"In the Linux kernel, the following vulnerability has been resolved:blk-mq: fix IO hang from sbitmap wakeup raceIn blk_mq_mark_tag_wait(), __add_wait_queue() may be re-orderedwith the following blk_mq_get_driver_tag() in case of getting drivertag failure.Then in __sbitmap_queue_wake_up(), waitqueue_active() may not observethe added waiter in blk_mq_mark_tag_wait() and wake up nothing, meantimeblk_mq_mark_tag_wait() can't get driver tag successfully.This issue can be reproduced by running the following test in loop, andfio hang can be observed in < 30min when running it on my test VMin laptop.	modprobe -r scsi_debug	modprobe scsi_debug delay=0 dev_size_mb=4096 max_queue=1 host_max_queue=1 submit_queues=4	dev=`ls -d /sys/bus/pseudo/drivers/scsi_debug/adapter*/host*/target*/*/block/* | head -1 | xargs basename`	fio --filename=/dev/""$dev"" --direct=1 --rw=randrw --bs=4k --iodepth=1 \       		--runtime=100 --numjobs=40 --time_based --name=test \        	--ioengine=libaioFix the issue by adding one explicit barrier in blk_mq_mark_tag_wait(), whichis just fine in case of running out of tag."|April 02, 2024; 3:15:43 AM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26671
CVE-2024-26672|In the Linux kernel, the following vulnerability has been resolved:drm/amdgpu: Fix variable 'mca_funcs' dereferenced before NULL check in 'amdgpu_mca_smu_get_mca_entry()'Fixes the below:drivers/gpu/drm/amd/amdgpu/amdgpu_mca.c:377 amdgpu_mca_smu_get_mca_entry() warn: variable dereferenced before check 'mca_funcs' (see line 368)357 int amdgpu_mca_smu_get_mca_entry(struct amdgpu_device *adev,				     enum amdgpu_mca_error_type type,358                                  int idx, struct mca_bank_entry *entry)359 {360         const struct amdgpu_mca_smu_funcs *mca_funcs =						adev->mca.mca_funcs;361         int count;362363         switch (type) {364         case AMDGPU_MCA_ERROR_TYPE_UE:365                 count = mca_funcs->max_ue_count;mca_funcs is dereferenced here.366                 break;367         case AMDGPU_MCA_ERROR_TYPE_CE:368                 count = mca_funcs->max_ce_count;mca_funcs is dereferenced here.369                 break;370         default:371                 return -EINVAL;372         }373374         if (idx >= count)375                 return -EINVAL;376377         if (mca_funcs && mca_funcs->mca_get_mca_entry)	        ^^^^^^^^^Checked too late!|April 02, 2024; 3:15:43 AM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26672
CVE-2024-26673|In the Linux kernel, the following vulnerability has been resolved:netfilter: nft_ct: sanitize layer 3 and 4 protocol number in custom expectations- Disallow families other than NFPROTO_{IPV4,IPV6,INET}.- Disallow layer 4 protocol with no ports, since destination port is a  mandatory attribute for this object.|April 02, 2024; 3:15:43 AM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26673
CVE-2024-26674|"In the Linux kernel, the following vulnerability has been resolved:x86/lib: Revert to _ASM_EXTABLE_UA() for {get,put}_user() fixupsDuring memory error injection test on kernels >= v6.4, the kernel panicslike below. However, this issue couldn't be reproduced on kernels <= v6.3.  mce: [Hardware Error]: CPU 296: Machine Check Exception: f Bank 1: bd80000000100134  mce: [Hardware Error]: RIP 10:<ffffffff821b9776> {__get_user_nocheck_4+0x6/0x20}  mce: [Hardware Error]: TSC 411a93533ed ADDR 346a8730040 MISC 86  mce: [Hardware Error]: PROCESSOR 0:a06d0 TIME 1706000767 SOCKET 1 APIC 211 microcode 80001490  mce: [Hardware Error]: Run the above through 'mcelog --ascii'  mce: [Hardware Error]: Machine check: Data load in unrecoverable area of kernel  Kernel panic - not syncing: Fatal local machine checkThe MCA code can recover from an in-kernel #MC if the fixup type isEX_TYPE_UACCESS, explicitly indicating that the kernel is attempting toaccess userspace memory. However, if the fixup type is EX_TYPE_DEFAULTthe only thing that is raised for an in-kernel #MC is a panic.ex_handler_uaccess() would warn if users gave a non-canonical addresses(with bit 63 clear) to {get, put}_user(), which was unexpected.Therefore, commit  b19b74bc99b1 (""x86/mm: Rework address range check in get_user() and put_user()"")replaced _ASM_EXTABLE_UA() with _ASM_EXTABLE() for {get, put}_user()fixups. However, the new fixup type EX_TYPE_DEFAULT results in a panic.Commit  6014bc27561f (""x86-64: make access_ok() independent of LAM"")added the check gp_fault_address_ok() right before the WARN_ONCE() inex_handler_uaccess() to not warn about non-canonical user addresses dueto LAM.With that in place, revert back to _ASM_EXTABLE_UA() for {get,put}_user()exception fixups in order to be able to handle in-kernel MCEs correctlyagain.  [ bp: Massage commit message. ]"|April 02, 2024; 3:15:44 AM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26674
CVE-2024-26675|"In the Linux kernel, the following vulnerability has been resolved:ppp_async: limit MRU to 64Ksyzbot triggered a warning [1] in __alloc_pages():WARN_ON_ONCE_GFP(order > MAX_PAGE_ORDER, gfp)Willem fixed a similar issue in commit c0a2a1b0d631 (""ppp: limit MRU to 64K"")Adopt the same sanity check for ppp_async_ioctl(PPPIOCSMRU)[1]: WARNING: CPU: 1 PID: 11 at mm/page_alloc.c:4543 __alloc_pages+0x308/0x698 mm/page_alloc.c:4543Modules linked in:CPU: 1 PID: 11 Comm: kworker/u4:0 Not tainted 6.8.0-rc2-syzkaller-g41bccc98fb79 #0Hardware name: Google Google Compute Engine/Google Compute Engine, BIOS Google 11/17/2023Workqueue: events_unbound flush_to_ldiscpstate: 204000c5 (nzCv daIF +PAN -UAO -TCO -DIT -SSBS BTYPE=--) pc : __alloc_pages+0x308/0x698 mm/page_alloc.c:4543 lr : __alloc_pages+0xc8/0x698 mm/page_alloc.c:4537sp : ffff800093967580x29: ffff800093967660 x28: ffff8000939675a0 x27: dfff800000000000x26: ffff70001272ceb4 x25: 0000000000000000 x24: ffff8000939675c0x23: 0000000000000000 x22: 0000000000060820 x21: 1ffff0001272ceb8x20: ffff8000939675e0 x19: 0000000000000010 x18: ffff800093967120x17: ffff800083bded5c x16: ffff80008ac97500 x15: 0000000000000005x14: 1ffff0001272cebc x13: 0000000000000000 x12: 0000000000000000x11: ffff70001272cec1 x10: 1ffff0001272cec0 x9 : 0000000000000001x8 : ffff800091c91000 x7 : 0000000000000000 x6 : 000000000000003fx5 : 00000000ffffffff x4 : 0000000000000000 x3 : 0000000000000020x2 : 0000000000000008 x1 : 0000000000000000 x0 : ffff8000939675e0Call trace:  __alloc_pages+0x308/0x698 mm/page_alloc.c:4543  __alloc_pages_node include/linux/gfp.h:238 [inline]  alloc_pages_node include/linux/gfp.h:261 [inline]  __kmalloc_large_node+0xbc/0x1fc mm/slub.c:3926  __do_kmalloc_node mm/slub.c:3969 [inline]  __kmalloc_node_track_caller+0x418/0x620 mm/slub.c:4001  kmalloc_reserve+0x17c/0x23c net/core/skbuff.c:590  __alloc_skb+0x1c8/0x3d8 net/core/skbuff.c:651  __netdev_alloc_skb+0xb8/0x3e8 net/core/skbuff.c:715  netdev_alloc_skb include/linux/skbuff.h:3235 [inline]  dev_alloc_skb include/linux/skbuff.h:3248 [inline]  ppp_async_input drivers/net/ppp/ppp_async.c:863 [inline]  ppp_asynctty_receive+0x588/0x186c drivers/net/ppp/ppp_async.c:341  tty_ldisc_receive_buf+0x12c/0x15c drivers/tty/tty_buffer.c:390  tty_port_default_receive_buf+0x74/0xac drivers/tty/tty_port.c:37  receive_buf drivers/tty/tty_buffer.c:444 [inline]  flush_to_ldisc+0x284/0x6e4 drivers/tty/tty_buffer.c:494  process_one_work+0x694/0x1204 kernel/workqueue.c:2633  process_scheduled_works kernel/workqueue.c:2706 [inline]  worker_thread+0x938/0xef4 kernel/workqueue.c:2787  kthread+0x288/0x310 kernel/kthread.c:388  ret_from_fork+0x10/0x20 arch/arm64/kernel/entry.S:860"|April 02, 2024; 3:15:44 AM -0400|"V3.x:(not available) 

V2.0:(not available) (None)"|https://nvd.nist.gov/vuln/detail/CVE-2024-26675
